"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006941","striated muscle contraction","22/314","234/18842",0.094017094017094,5.64162447601938,9.30102066687287,6.42569747999353e-11,3.16709474784251e-08,3.16709474784251e-08,"FLNA/RPL37/RPLP1/SCN3A/RPL36/RPLP2/UBA52/ANK2/RPL15/RPL27A/PDE4B/RPL7A/RPL30/RPL14/CTNNA3/CHGA/RPL7/RPL35A/PDE4D/ASPH/RPL11/RPL29",22
"GO:0014902","myotube differentiation","17/314","131/18842",0.129770992366412,7.78708610881509,10.147826548117,6.46345866906635e-11,3.16709474784251e-08,3.16709474784251e-08,"HDAC9/RPL37/RPLP1/RPL36/RPLP2/UBA52/RPL15/RPL27A/PLEKHO1/RPL7A/RPL30/RPL14/RPL7/RPL35A/MYEF2/RPL11/RPL29",17
"GO:0003012","muscle system process","31/314","477/18842",0.0649895178197065,3.89978501515576,8.35087633172929,1.10124561257226e-10,4.98101861686529e-08,4.98101861686529e-08,"KCNB2/FLNA/RPL37/RPLP1/SCN3A/RPL36/RPLP2/UBA52/CALD1/ACTA2/ANK2/DOCK4/RPL15/RPL27A/PDE4B/NPNT/RPL7A/RPL30/RPL14/CTNNA3/CHGA/IGFBP5/RPL7/ERRFI1/RPL35A/PRKG1/PDE4D/ASPH/RPL11/KCNMA1/RPL29",31
"GO:0042692","muscle cell differentiation","25/314","365/18842",0.0684931506849315,4.11002530320216,7.81082941452951,2.63490071753433e-09,1.10665830136442e-06,1.10665830136442e-06,"HDAC9/SGCZ/WNT5B/RPL37/RPLP1/RPL36/RPLP2/UBA52/KRT19/ANK2/RPL15/RPL27A/PLEKHO1/SDC1/NPNT/PROX1/RPL7A/RPL30/RPL14/RPL7/RORA/RPL35A/MYEF2/RPL11/RPL29",25
"GO:0007409","axonogenesis","24/314","357/18842",0.0672268907563025,4.03404164213456,7.53439605269819,7.9794276590493e-09,3.12793564234733e-06,3.12793564234733e-06,"FYN/SEMA5A/DSCAM/SKIL/AUTS2/NTN1/PAK3/STXBP1/NCAM1/PTK2/PTPRO/NTRK2/VIM/ROBO2/MAP1B/ROBO1/SPP1/TUBB2B/CNTN1/ANOS1/PRKG1/NRXN1/SEMA3C/PLEKHG4B",24
"GO:0048667","cell morphogenesis involved in neuron differentiation","27/314","463/18842",0.0583153347732181,3.49929152164642,7.08841278725761,1.8681922379234e-08,6.86560647436849e-06,6.86560647436849e-06,"PHACTR1/FYN/SEMA5A/DSCAM/SKIL/AUTS2/NTN1/PAK3/STXBP1/NCAM1/PTK2/PTPRO/NTRK2/VIM/ROBO2/MAP1B/ROBO1/SPP1/TUBB2B/CNTN1/KIF1A/ANOS1/PRKG1/NRXN1/SEMA3C/PLEKHG4B/CFL1",27
"GO:0051146","striated muscle cell differentiation","20/314","271/18842",0.0738007380073801,4.42851434883776,7.40074600894467,3.140394104916e-08,1.06502457727487e-05,1.06502457727487e-05,"HDAC9/RPL37/RPLP1/RPL36/RPLP2/UBA52/KRT19/RPL15/RPL27A/PLEKHO1/SDC1/PROX1/RPL7A/RPL30/RPL14/RPL7/RPL35A/MYEF2/RPL11/RPL29",20
"GO:0061564","axon development","25/314","414/18842",0.0603864734299517,3.6235730330164,7.02678644461676,3.26027931818838e-08,1.06502457727487e-05,1.06502457727487e-05,"FYN/SVBP/SEMA5A/DSCAM/SKIL/AUTS2/NTN1/PAK3/STXBP1/NCAM1/PTK2/PTPRO/NTRK2/VIM/ROBO2/MAP1B/ROBO1/SPP1/TUBB2B/CNTN1/ANOS1/PRKG1/NRXN1/SEMA3C/PLEKHG4B",25
"GO:0034329","cell junction assembly","26/314","490/18842",0.0530612244897959,3.18401143897049,6.37696122434969,2.22694796711123e-07,6.89181791927055e-05,6.89181791927055e-05,"FN1/KIRREL3/LRRTM4/CLSTN2/DNM3/POF1B/LSAMP/ANK2/DSCAM/SRC/EPHA2/DOCK4/NTN1/EPB41L3/PTK2/PTPRO/GABRG3/ROBO2/MAP1B/JAM3/CSMD2/NTM/NRXN1/CNTNAP2/LIMCH1/CFL1",26
"GO:0007411","axon guidance","15/314","185/18842",0.0810810810810811,4.86538130487175,6.87796288693518,5.17376954564257e-07,0.000152108824641892,0.000152108824641892,"FYN/SEMA5A/DSCAM/NTN1/NCAM1/PTK2/PTPRO/ROBO2/ROBO1/TUBB2B/CNTN1/ANOS1/NRXN1/SEMA3C/PLEKHG4B",15
"GO:0097485","neuron projection guidance","15/314","186/18842",0.0806451612903226,4.83922334086706,6.85004004915532,5.54409754930495e-07,0.000155234731380539,0.000155234731380539,"FYN/SEMA5A/DSCAM/NTN1/NCAM1/PTK2/PTPRO/ROBO2/ROBO1/TUBB2B/CNTN1/ANOS1/NRXN1/SEMA3C/PLEKHG4B",15
