"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","significant","direction"
"GRHL2",1.6692605879517e-38,55.8006335286572,0.934,0.407,5.5983661598724e-34,TRUE,"Up in HER2hi"
"ERBB2",9.44272369041728e-34,45.922787594367,0.841,0.264,3.16690067129215e-29,TRUE,"Up in HER2hi"
"SNX31",1.19562445477502e-32,20.6506812595902,0.863,0.324,4.00988529642447e-28,TRUE,"Up in HER2hi"
"UTY",4.63848086561272e-31,4.36581825594851,0.742,0.181,1.55565371270919e-26,TRUE,"Up in HER2hi"
"SCHLAP1",4.78210824952941e-31,126.957163598212,0.901,0.363,1.60382346472717e-26,TRUE,"Up in HER2hi"
"ELF3",1.10221176746385e-27,89.3385889857825,0.879,0.489,3.69659782572027e-23,TRUE,"Up in HER2hi"
"NEAT1",1.94992632505232e-27,637.671208064688,0.995,0.835,6.53966290896047e-23,TRUE,"Up in HER2hi"
"LINC00278",2.25899242249043e-27,-21.6404251387236,0.725,0.198,7.57620878654839e-23,TRUE,"Up in HER2lo"
"VEGFA",1.45174098020882e-26,66.3624758828607,0.835,0.456,4.86884889942432e-22,TRUE,"Up in HER2hi"
"NLGN4Y",1.82755340451343e-26,4.52557790931505,0.648,0.11,6.12924860805714e-22,TRUE,"Up in HER2hi"
"PPARG",7.86410383365701e-26,181.779575152009,0.912,0.467,2.63746314373189e-21,TRUE,"Up in HER2hi"
"SEMA3C",9.46040595767732e-26,-19.399798911468,0.857,0.423,3.17283095008582e-21,TRUE,"Up in HER2lo"
"THRB",6.66813212897075e-25,50.4681240833703,0.885,0.39,2.23635815341421e-20,TRUE,"Up in HER2hi"
"LYPD6B",9.03879712052036e-25,14.2190580903563,0.786,0.253,3.03143177828012e-20,TRUE,"Up in HER2hi"
"AHR",1.72951635794482e-24,-28.5058437906049,0.802,0.302,5.80045196127533e-20,TRUE,"Up in HER2lo"
"FOSB",1.82119645257173e-24,24.6323418600743,0.615,0.115,6.10792866263507e-20,TRUE,"Up in HER2hi"
"SEMA4B",2.12607284096935e-24,28.6910057630861,0.786,0.33,7.13042309404301e-20,TRUE,"Up in HER2hi"
"KRT7",3.35461412505775e-24,-35.6125932442316,0.896,0.467,1.12507048526187e-19,TRUE,"Up in HER2lo"
"CD96",3.41896976483565e-24,15.8696454497214,0.918,0.505,1.14665407973058e-19,TRUE,"Up in HER2hi"
"ID1",6.81225149401332e-24,15.9215906781317,0.764,0.28,2.28469290606219e-19,TRUE,"Up in HER2hi"
"GRB7",9.63912964329245e-24,53.1948206829317,0.709,0.258,3.23277129976742e-19,TRUE,"Up in HER2hi"
"DHRS2",2.46366809252918e-23,29.8189517504365,0.709,0.214,8.26265004872435e-19,TRUE,"Up in HER2hi"
"KLF5",3.96734701119667e-23,30.214662585331,0.786,0.319,1.33056884061514e-18,TRUE,"Up in HER2hi"
"GATA3",4.80251984558583e-23,-1.43299797333504,0.852,0.352,1.61066910581258e-18,TRUE,"Up in HER2lo"
"TMPRSS4",1.84256032638955e-22,19.1771641669196,0.692,0.203,6.17957882264526e-18,TRUE,"Up in HER2hi"
"AP001207.3",6.8231237535806e-22,24.2526269573903,0.67,0.209,2.28833924447586e-17,TRUE,"Up in HER2hi"
"PPP1R13L",9.10590257712239e-22,4.20555526528715,0.648,0.17,3.05393760631531e-17,TRUE,"Up in HER2hi"
"UNC93B1",9.22634554774638e-22,50.1858126420446,0.632,0.198,3.09433176980318e-17,TRUE,"Up in HER2hi"
"FOS",1.03943693405252e-21,27.0877592877377,0.769,0.434,3.48606358942536e-17,TRUE,"Up in HER2hi"
"KCNB2",1.96096171040025e-21,-5.96251543402434,0.176,0.643,6.57667338434037e-17,TRUE,"Up in HER2lo"
"TMEM117",2.03781620518135e-21,31.7489790995471,0.907,0.599,6.83442798893723e-17,TRUE,"Up in HER2hi"
"CLIP1",2.54143229662857e-21,17.9342187979245,0.901,0.604,8.5234556364329e-17,TRUE,"Up in HER2hi"
"USP9Y",2.58132522349165e-21,10.0588195999286,0.538,0.082,8.65724853454628e-17,TRUE,"Up in HER2hi"
"ZBTB7C",1.01333231606376e-20,21.6307116994273,0.907,0.516,3.39851392161464e-16,TRUE,"Up in HER2hi"
"VPS37B",1.16567317618105e-20,0.69539989280279,0.78,0.385,3.90943469827601e-16,TRUE,"Up in HER2hi"
"NCOA3",1.18320205228109e-20,5.85837308656446,0.912,0.632,3.96822304294031e-16,TRUE,"Up in HER2hi"
"MTMR3",1.44328545258087e-20,4.67227508861048,0.846,0.478,4.84049075086573e-16,TRUE,"Up in HER2hi"
"MECOM",2.14083951795797e-20,21.7105223444998,0.984,0.846,7.17994757532743e-16,TRUE,"Up in HER2hi"
"TCIRG1",3.79060805394964e-20,46.8024008245104,0.588,0.165,1.27129412913363e-15,TRUE,"Up in HER2hi"
"LINC00511",4.42901157235969e-20,56.7075419651315,0.962,0.709,1.48540190113799e-15,TRUE,"Up in HER2hi"
"KRT19",5.51686710144618e-20,-128.373673818992,0.907,0.632,1.85024688848302e-15,TRUE,"Up in HER2lo"
"SMAD3",6.37761090347067e-20,79.3482266337153,0.813,0.368,2.13892314480599e-15,TRUE,"Up in HER2hi"
"VMP1",1.17082036699398e-19,69.23016730479,0.973,0.819,3.92669734682442e-15,TRUE,"Up in HER2hi"
"SLC14A1",1.39574913023649e-19,6.45442454885655,0.681,0.225,4.68106343298714e-15,TRUE,"Up in HER2hi"
"TNFAIP2",1.98693353238047e-19,5.79956057006128,0.813,0.401,6.6637776808976e-15,TRUE,"Up in HER2hi"
"RALGAPA2",2.96535513219907e-19,90.8897863767653,0.918,0.742,9.94520804236923e-15,TRUE,"Up in HER2hi"
"GRHL3",3.30215209282484e-19,15.5897186088622,0.604,0.143,1.10747576889159e-14,TRUE,"Up in HER2hi"
"TNFRSF21",5.26404799121043e-19,35.0655713293321,0.83,0.396,1.76545641529215e-14,TRUE,"Up in HER2hi"
"ORAOV1",6.10750137628428e-19,7.03400096072418,0.544,0.121,2.04833381157822e-14,TRUE,"Up in HER2hi"
"KCNMA1",8.34153072935535e-19,-29.5111807822539,0.28,0.687,2.7975825760112e-14,TRUE,"Up in HER2lo"
"TBX3",8.4697127077086e-19,22.6527677518096,0.764,0.363,2.84057224791131e-14,TRUE,"Up in HER2hi"
"CNTNAP2",1.35655825308451e-18,-10.3726139130259,0.467,0.852,4.54962506919482e-14,TRUE,"Up in HER2lo"
"MAST4",1.53394417324729e-18,100.949047074788,0.967,0.808,5.14454196823676e-14,TRUE,"Up in HER2hi"
"BICDL2",1.70106066112148e-18,10.6273151418534,0.709,0.264,5.70501724526921e-14,TRUE,"Up in HER2hi"
"STARD3",2.12221082965945e-18,11.2100350519591,0.604,0.187,7.11747068051187e-14,TRUE,"Up in HER2hi"
"SERINC2",2.27172436428207e-18,5.07916458195663,0.687,0.231,7.61890917292921e-14,TRUE,"Up in HER2hi"
"SERINC5",2.43328010210507e-18,21.6265055262311,0.879,0.516,8.16073480643998e-14,TRUE,"Up in HER2hi"
"PTK6",3.39261739178364e-18,0.322029497131547,0.505,0.093,1.1378160208564e-13,TRUE,"Up in HER2hi"
"CASC15",4.40269369393428e-18,-79.3220424378929,0.56,0.929,1.47657541107168e-13,TRUE,"Up in HER2lo"
"FOXN3",4.77453293069074e-18,19.6917864389025,0.929,0.758,1.60128285429506e-13,TRUE,"Up in HER2hi"
"LINC01285",5.47106787428259e-18,27.2117269380328,0.654,0.231,1.83488674367689e-13,TRUE,"Up in HER2hi"
"PTPN13",5.79595143936297e-18,31.7388069990462,0.841,0.484,1.94384619373355e-13,TRUE,"Up in HER2hi"
"L3MBTL4",6.21860773988687e-18,-6.11578226455102,0.22,0.637,2.08559666380326e-13,TRUE,"Up in HER2lo"
"RBM47",6.27553827161146e-18,-8.2434188033668,0.934,0.67,2.10469002553305e-13,TRUE,"Up in HER2lo"
"HPGD",6.77564459671153e-18,21.6404256133352,0.753,0.286,2.27241568484511e-13,TRUE,"Up in HER2hi"
"GAREM1",7.05594319740943e-18,12.9747538511889,0.852,0.505,2.36642222954718e-13,TRUE,"Up in HER2hi"
"FAT1",8.855491034445e-18,23.9904866059777,0.769,0.357,2.96995458313217e-13,TRUE,"Up in HER2hi"
"EPHB6",1.21040196879114e-17,4.10828227142733,0.456,0.066,4.05944612293174e-13,TRUE,"Up in HER2hi"
"ATP8B1",1.40783153916887e-17,21.710408250177,0.83,0.527,4.72158541606457e-13,TRUE,"Up in HER2hi"
"HS6ST2",2.29955228392627e-17,-11.2743709874503,0.786,0.379,7.71223844983194e-13,TRUE,"Up in HER2lo"
"CACNA2D1",2.96288384195865e-17,20.3890403560213,0.264,0.665,9.93691982916091e-13,TRUE,"Up in HER2hi"
"NRCAM",3.52432419434986e-17,1.3167086662806,0.159,0.566,1.18198784830106e-12,TRUE,"Up in HER2hi"
"SDC1",3.69473761331475e-17,-2.85767919074844,0.703,0.297,1.2391411007535e-12,TRUE,"Up in HER2lo"
"CYP3A5",4.51819063049472e-17,12.880531926502,0.522,0.121,1.51531077365532e-12,TRUE,"Up in HER2hi"
"ACER2",7.18476566756926e-17,-245.184657750594,0.78,0.346,2.40962670958938e-12,TRUE,"Up in HER2lo"
"DAPK1",8.60103722329493e-17,2.95566366473012,0.874,0.495,2.88461586394865e-12,TRUE,"Up in HER2hi"
"THOC2",8.79514767023639e-17,12.1005744848387,0.879,0.582,2.94971662564388e-12,TRUE,"Up in HER2hi"
"RASEF",9.57069526307584e-17,-6.97776140292155,0.714,0.319,3.20981977733037e-12,TRUE,"Up in HER2lo"
"GOLGA4",1.00008998220787e-16,24.4503314593361,0.918,0.626,3.35410178232874e-12,TRUE,"Up in HER2hi"
"RPLP1",1.03913015890766e-16,-58.1405317029965,0.352,0.758,3.48503472694452e-12,TRUE,"Up in HER2lo"
"ACTN4",1.07955330808057e-16,36.0055602358784,0.879,0.599,3.62060588464062e-12,TRUE,"Up in HER2hi"
"CCND1",1.24934969296789e-16,-4.29753728223763,0.654,0.269,4.19006900027572e-12,TRUE,"Up in HER2lo"
"DHRS3",1.25383989403929e-16,-3.02151688848565,0.676,0.308,4.20512823662896e-12,TRUE,"Up in HER2lo"
"MYO5B",1.2873410423539e-16,13.0074554127521,0.676,0.258,4.31748438784652e-12,TRUE,"Up in HER2hi"
"DLGAP1",1.63809501397664e-16,7.18558423313736,0.39,0.736,5.49384305787487e-12,TRUE,"Up in HER2hi"
"RNF19A",1.66506250957213e-16,131.288754716919,0.901,0.72,5.58428664460302e-12,TRUE,"Up in HER2hi"
"PADI3",1.88771796382995e-16,22.8041467481018,0.582,0.176,6.3310285070929e-12,TRUE,"Up in HER2hi"
"PTPRF",1.88856762791002e-16,6.77714025351738,0.83,0.511,6.33387811048462e-12,TRUE,"Up in HER2hi"
"CELF2",2.13122244780022e-16,-10.0988638365101,0.214,0.604,7.14769384543237e-12,TRUE,"Up in HER2lo"
"ERRFI1",2.49997811550603e-16,-12.9525749865603,0.692,0.297,8.38442660378411e-12,TRUE,"Up in HER2lo"
"LARGE1",2.55461117435123e-16,10.0866213366364,0.962,0.802,8.56765495653915e-12,TRUE,"Up in HER2hi"
"TOP2B",2.60403542001983e-16,9.66649312271949,0.874,0.555,8.73341399166252e-12,TRUE,"Up in HER2hi"
"TMEM40",2.96466959791084e-16,7.19669195843935,0.599,0.181,9.94290889747338e-12,TRUE,"Up in HER2hi"
"RBPMS",3.00502099008954e-16,38.5719548185206,0.835,0.462,1.00782393965623e-11,TRUE,"Up in HER2hi"
"ZMYND8",3.16581490771811e-16,4.34026518264104,0.841,0.599,1.0617510037505e-11,TRUE,"Up in HER2hi"
"TRAK1",3.54967115220108e-16,10.0913579573022,0.857,0.527,1.1904887110252e-11,TRUE,"Up in HER2hi"
"KLF12",3.86855484985385e-16,15.8671309767005,0.203,0.604,1.29743592554398e-11,TRUE,"Up in HER2hi"
"CASZ1",4.56613029694492e-16,5.83841339314416,0.709,0.341,1.53138877898939e-11,TRUE,"Up in HER2hi"
"GPC6",4.86355232885375e-16,-82.1249765256487,0.319,0.709,1.63113818005097e-11,TRUE,"Up in HER2lo"
"EZR",5.27267364529111e-16,43.1761388514602,0.863,0.599,1.76834928715773e-11,TRUE,"Up in HER2hi"
"FRMD6",5.35387621497386e-16,9.11070094158434,0.709,0.291,1.79558300497793e-11,TRUE,"Up in HER2hi"
"GPR78",6.1911885295492e-16,11.8191354314572,0.505,0.115,2.07640080904021e-11,TRUE,"Up in HER2hi"
"DDX3Y",1.08352560768972e-15,-5.6089987519493,0.39,0.044,3.63392818306978e-11,TRUE,"Up in HER2lo"
"PEX5L",1.10132347478009e-15,1.44269498108679,0.17,0.538,3.69361866971747e-11,TRUE,"Up in HER2hi"
"RNF149",1.21611812805992e-15,22.4963690362162,0.791,0.484,4.07861697788736e-11,TRUE,"Up in HER2hi"
"TENM3",1.29536561168482e-15,32.9971361381551,0.236,0.599,4.34439718846856e-11,TRUE,"Up in HER2hi"
"IKZF2",1.45965595809828e-15,16.9302917679135,0.753,0.341,4.89539415227003e-11,TRUE,"Up in HER2hi"
"EEA1",1.69782266549137e-15,10.9541232711934,0.841,0.544,5.69415765552495e-11,TRUE,"Up in HER2hi"
"HIP1R",1.79009856416825e-15,0.807261136977303,0.626,0.236,6.00363256450746e-11,TRUE,"Up in HER2hi"
"NPAS2",1.88011853184499e-15,10.1693604094433,0.835,0.467,6.30554153210172e-11,TRUE,"Up in HER2hi"
"NPAS3",2.27275869512629e-15,54.5296110770737,0.242,0.626,7.62237811171455e-11,TRUE,"Up in HER2hi"
"YWHAZ",2.29544125870241e-15,37.9420334978226,0.885,0.681,7.69845089343613e-11,TRUE,"Up in HER2hi"
"ANKRD46",2.46026930032743e-15,16.4549275369543,0.61,0.236,8.25125117943814e-11,TRUE,"Up in HER2hi"
"SYTL1",2.69568339381544e-15,4.1074901535607,0.588,0.203,9.04078296617821e-11,TRUE,"Up in HER2hi"
"SEMA3F",3.66897914216276e-15,5.39368554298482,0.632,0.258,1.23050222469855e-10,TRUE,"Up in HER2hi"
"PLCE1",4.99237690577396e-15,9.58998834367728,0.758,0.363,1.67434336665847e-10,TRUE,"Up in HER2hi"
"PLCB4",5.0806495390744e-15,-0.814570888140334,0.198,0.588,1.70394824241477e-10,TRUE,"Up in HER2lo"
"VPS13D",5.439494203289e-15,8.11417059950582,0.852,0.533,1.82429756589906e-10,TRUE,"Up in HER2hi"
"TC2N",5.90518817193063e-15,5.78724610475599,0.687,0.33,1.98048200910209e-10,TRUE,"Up in HER2hi"
"SIDT1",6.17304557924966e-15,9.75744132429408,0.681,0.291,2.07031602636875e-10,TRUE,"Up in HER2hi"
"PHLDB2",6.55661414548725e-15,4.32750696371374,0.648,0.242,2.19895725211351e-10,TRUE,"Up in HER2hi"
"RAB11FIP1",7.21446912753636e-15,100.950178978304,0.725,0.401,2.41958865599314e-10,TRUE,"Up in HER2hi"
"CDYL",7.23310723722684e-15,27.3703249621558,0.852,0.566,2.42583950522114e-10,TRUE,"Up in HER2hi"
"AKT3",7.28789024010123e-15,15.4243795723152,0.335,0.687,2.44421262872515e-10,TRUE,"Up in HER2hi"
"CYP4F12",7.42317957705919e-15,4.27519475263454,0.549,0.17,2.48958596655411e-10,TRUE,"Up in HER2hi"
"ABLIM1",8.05919110612322e-15,11.4595145481896,0.736,0.418,2.70289151317161e-10,TRUE,"Up in HER2hi"
"RAI1",8.37290535317315e-15,5.64613228746831,0.714,0.352,2.80810499734721e-10,TRUE,"Up in HER2hi"
"NAA25",8.79179873660003e-15,5.71346836663466,0.742,0.385,2.94859346028092e-10,TRUE,"Up in HER2hi"
"CBLC",9.13099692880488e-15,6.75265742961094,0.599,0.225,3.06235374998258e-10,TRUE,"Up in HER2hi"
"POF1B",9.31800293350694e-15,-4.32426403184184,0.665,0.258,3.12507182383956e-10,TRUE,"Up in HER2lo"
"EVPL",1.02372156070203e-14,3.84976956590487,0.615,0.209,3.43335737028247e-10,TRUE,"Up in HER2hi"
"KRT13",1.05200576533704e-14,19.6918720109391,0.599,0.236,3.52821693578738e-10,TRUE,"Up in HER2hi"
"ITGB4",1.06598378076694e-14,2.46689048396697,0.626,0.236,3.57509640393617e-10,TRUE,"Up in HER2hi"
"ZFP36",1.07029160952115e-14,12.0850176476972,0.544,0.165,3.58954400001203e-10,TRUE,"Up in HER2hi"
"SEMA6D",1.11016221275727e-14,20.8558979252087,0.22,0.571,3.72326202914534e-10,TRUE,"Up in HER2hi"
"LGALS1",1.14271373568225e-14,-13.0280776545864,0.11,0.456,3.83243332673111e-10,TRUE,"Up in HER2lo"
"SREBF1",1.16291892363155e-14,9.83463898674039,0.527,0.17,3.9001974860755e-10,TRUE,"Up in HER2hi"
"EWSR1",1.35399880621334e-14,6.84906047450084,0.753,0.418,4.54104119627829e-10,TRUE,"Up in HER2hi"
"C5orf17",1.84197161775975e-14,8.22751822679497,0.538,0.17,6.17760441164265e-10,TRUE,"Up in HER2hi"
"FOSL2",2.03157716743137e-14,1.48589435414286,0.687,0.302,6.81350350413134e-10,TRUE,"Up in HER2hi"
"CDH1",2.59462852308108e-14,57.1060791811075,0.786,0.489,8.70186514070931e-10,TRUE,"Up in HER2hi"
"WDR45B",3.10860641365085e-14,2.71619160598503,0.665,0.357,1.04256441901022e-09,TRUE,"Up in HER2hi"
"TRPM4",3.84143348111478e-14,3.70005155691508,0.467,0.121,1.28833996089627e-09,TRUE,"Up in HER2hi"
"MARK3",3.92599752665154e-14,16.8094948966021,0.896,0.67,1.31670105048839e-09,TRUE,"Up in HER2hi"
"ADGRF1",4.04819653482808e-14,53.3027291475925,0.621,0.231,1.35768415385064e-09,TRUE,"Up in HER2hi"
"CLSTN2",4.12423297495494e-14,-16.8601945044791,0.159,0.538,1.38318525514039e-09,TRUE,"Up in HER2lo"
"NCAM1",4.21335048353337e-14,-5.77084705464477,0.06,0.385,1.41307348516742e-09,TRUE,"Up in HER2lo"
"TRIM31",4.52480446406891e-14,30.0470515022687,0.44,0.093,1.51752892115943e-09,TRUE,"Up in HER2hi"
"SEPT9",4.75496863569158e-14,31.0137846693283,0.868,0.698,1.59472138103824e-09,TRUE,"Up in HER2hi"
"LAMA5",4.97171575037318e-14,7.76415198072798,0.637,0.297,1.66741402836016e-09,TRUE,"Up in HER2hi"
"ANKS1B",5.00108932744879e-14,-6.7401235183091,0.319,0.687,1.67726533863977e-09,TRUE,"Up in HER2lo"
"TMEM176B",5.15192455722623e-14,-10.0877953112018,0.011,0.297,1.72785245800253e-09,TRUE,"Up in HER2lo"
"PPM1E",5.41878745769371e-14,23.0471009163067,0.176,0.527,1.81735293756132e-09,TRUE,"Up in HER2hi"
"ASPH",6.46032527499398e-14,-5.53716632014527,0.874,0.599,2.16666389072748e-09,TRUE,"Up in HER2lo"
"ABHD12",6.67646210355121e-14,-1.4153331630773,0.736,0.407,2.239151860289e-09,TRUE,"Up in HER2lo"
"CADM1",6.71539267458597e-14,-20.0056821165927,0.209,0.577,2.25220839520264e-09,TRUE,"Up in HER2lo"
"AP003469.2",6.99269994959197e-14,11.1685091206124,0.324,0.027,2.34521170909415e-09,TRUE,"Up in HER2hi"
"TMSB10",7.20890129624882e-14,-13.020547639861,0.412,0.742,2.41772131673593e-09,TRUE,"Up in HER2lo"
"AQP3",7.50886728893177e-14,1.68817882667251,0.407,0.077,2.51832391136194e-09,TRUE,"Up in HER2hi"
"OXSR1",7.76845920367517e-14,3.44108583241035,0.758,0.44,2.60538584772858e-09,TRUE,"Up in HER2hi"
"NDRG1",7.90205316816277e-14,37.047165742774,0.714,0.368,2.65019059153843e-09,TRUE,"Up in HER2hi"
"CCNL1",8.82697603060331e-14,16.8065166836707,0.841,0.637,2.96039122114374e-09,TRUE,"Up in HER2hi"
"GPC5",8.82707599217651e-14,-12.6601137443626,0.247,0.626,2.96042474625616e-09,TRUE,"Up in HER2lo"
"GRHL1",9.72329729619721e-14,9.63686418609021,0.615,0.236,3.26099944719862e-09,TRUE,"Up in HER2hi"
"TRERF1",1.00468941584249e-13,8.65457557321205,0.841,0.56,3.36952736285256e-09,TRUE,"Up in HER2hi"
"EHF",1.00795756370556e-13,6.21116967849786,0.687,0.341,3.38048807715572e-09,TRUE,"Up in HER2hi"
"CD46",1.06617529848719e-13,14.4246161089852,0.846,0.626,3.57573871606635e-09,TRUE,"Up in HER2hi"
"PDE7B",1.12253296230726e-13,-17.2618302968986,0.676,0.346,3.76475104898607e-09,TRUE,"Up in HER2lo"
"PPP2R2A",1.28840276715999e-13,3.7669634815312,0.808,0.511,4.32104520050116e-09,TRUE,"Up in HER2hi"
"RAPGEFL1",1.33226902874956e-13,2.21442190870686,0.555,0.187,4.46816386862026e-09,TRUE,"Up in HER2hi"
"CD74",1.41375306833802e-13,0.849416749611571,0.291,0.643,4.74144504059205e-09,TRUE,"Up in HER2hi"
"FGF13",1.53346055778883e-13,15.7386113745183,0.126,0.473,5.14292001871219e-09,TRUE,"Up in HER2hi"
"VWA8",1.56769640747719e-13,-0.990806662646538,0.813,0.566,5.25774021139698e-09,TRUE,"Up in HER2lo"
"ASCC2",1.62242634359191e-13,6.41836829659466,0.621,0.269,5.44129347113854e-09,TRUE,"Up in HER2hi"
"EPHA2",1.7369678807524e-13,-4.99859705020875,0.533,0.181,5.8254428784674e-09,TRUE,"Up in HER2lo"
"RALGPS2",1.77253754586655e-13,9.88779341713679,0.791,0.429,5.94473642132725e-09,TRUE,"Up in HER2hi"
"EP300",1.7781105185844e-13,0.633079949337683,0.758,0.423,5.96342705722837e-09,TRUE,"Up in HER2hi"
"RAB10",1.89751968088741e-13,24.287431447129,0.863,0.599,6.36390150576019e-09,TRUE,"Up in HER2hi"
"ERMP1",1.95753977331799e-13,3.94362967917451,0.604,0.242,6.56519689175389e-09,TRUE,"Up in HER2hi"
"MAOA",2.26160071196224e-13,13.1107364338408,0.549,0.187,7.58495646777896e-09,TRUE,"Up in HER2hi"
"TMEM51",2.42481341916925e-13,15.4169273734299,0.687,0.341,8.13233924520982e-09,TRUE,"Up in HER2hi"
"DOCK10",3.18264855991636e-13,1.99235710395709,0.126,0.478,1.06739667402475e-08,TRUE,"Up in HER2hi"
"SETD2",3.39658167692564e-13,11.4141580922203,0.857,0.643,1.13914556280732e-08,TRUE,"Up in HER2hi"
"RBM5",3.4891061097936e-13,3.41022960794341,0.731,0.418,1.17017640710258e-08,TRUE,"Up in HER2hi"
"MID1",3.89134779589619e-13,-11.9764186217896,0.874,0.582,1.30508022378766e-08,TRUE,"Up in HER2lo"
"RPL27A",4.20043783444877e-13,-39.4816306490062,0.462,0.753,1.40874284091743e-08,TRUE,"Up in HER2lo"
"NRXN1",4.21730093800213e-13,-5.95498244683297,0.275,0.599,1.41439838858715e-08,TRUE,"Up in HER2lo"
"STK38",4.2215228671816e-13,-2.28828939815671,0.824,0.555,1.41581433919536e-08,TRUE,"Up in HER2lo"
"CXorf57",4.33977297289716e-13,5.03368131386846,0.522,0.159,1.45547305965025e-08,TRUE,"Up in HER2hi"
"MAP1B",4.4458276241166e-13,-11.7491474000758,0.088,0.401,1.49104166857623e-08,TRUE,"Up in HER2lo"
"ATRX",4.85503601193461e-13,22.2454194471461,0.918,0.709,1.62828197768263e-08,TRUE,"Up in HER2hi"
"ALDH1L1",4.90181880673711e-13,7.57878371007899,0.467,0.121,1.64397199140349e-08,TRUE,"Up in HER2hi"
"AC019117.1",5.03981836263776e-13,-129.843868725618,0.67,0.275,1.69025428246145e-08,TRUE,"Up in HER2lo"
"RPS12",5.10418410185009e-13,-1.93041307648319,0.407,0.703,1.71184126407848e-08,TRUE,"Up in HER2lo"
"PLEKHH3",5.70634428594278e-13,1.30537969042198,0.445,0.11,1.91379374661949e-08,TRUE,"Up in HER2hi"
"MAPK10",6.04176519347349e-13,30.1054169976845,0.923,0.681,2.02628721058714e-08,TRUE,"Up in HER2hi"
"SMURF1",6.18978993476527e-13,20.1589494807015,0.846,0.599,2.07593174832158e-08,TRUE,"Up in HER2hi"
"FAM160A1",6.37976750725193e-13,12.1538067652286,0.769,0.484,2.13964642658215e-08,TRUE,"Up in HER2hi"
"LPCAT4",6.71245826453801e-13,-2.27251221398379,0.451,0.115,2.25122425276076e-08,TRUE,"Up in HER2lo"
"BLCAP",6.88490522851683e-13,4.42964390623546,0.665,0.319,2.30905951553997e-08,TRUE,"Up in HER2hi"
"PTMS",7.7221694555231e-13,-7.43953875546854,0.11,0.434,2.58986119199334e-08,TRUE,"Up in HER2lo"
"PTPRD",8.19578753654158e-13,21.778438867463,0.385,0.747,2.74870322400531e-08,TRUE,"Up in HER2hi"
"AC026167.1",8.8332834591906e-13,-5.78610440390958,0.599,0.225,2.96250660654334e-08,TRUE,"Up in HER2lo"
"LMNA",9.15772624510222e-13,21.764750650487,0.775,0.467,3.07131822808238e-08,TRUE,"Up in HER2hi"
"CHD2",9.86506092775613e-13,22.4593032665885,0.835,0.549,3.30854413395085e-08,TRUE,"Up in HER2hi"
"HECTD1",1.15561770752605e-12,15.7861751776417,0.758,0.489,3.87571066750087e-08,TRUE,"Up in HER2hi"
"JUP",1.19691795336188e-12,11.6806717514165,0.681,0.352,4.01422343198506e-08,TRUE,"Up in HER2hi"
"ACOX1",1.21901788207485e-12,29.4132039925712,0.681,0.297,4.08834217290262e-08,TRUE,"Up in HER2hi"
"GPRC5A",1.31456001184447e-12,22.4262817353687,0.478,0.143,4.40877136772399e-08,TRUE,"Up in HER2hi"
"ETS2",1.47452596266352e-12,42.9573148284354,0.681,0.418,4.94526517358093e-08,TRUE,"Up in HER2hi"
"ADGRL3",1.85409009978517e-12,4.97592347527958,0.247,0.599,6.21824737665951e-08,TRUE,"Up in HER2hi"
"KIAA1522",1.86416290563599e-12,6.74087445524873,0.56,0.203,6.25202955292197e-08,TRUE,"Up in HER2hi"
"SPIDR",2.13623393258333e-12,31.1783806568476,0.962,0.813,7.16450136309796e-08,TRUE,"Up in HER2hi"
"BTBD16",2.70836349263758e-12,9.2105968203613,0.473,0.132,9.08330948160792e-08,TRUE,"Up in HER2hi"
"ABCC3",2.72627430772051e-12,5.13850681695844,0.632,0.264,9.14337877323305e-08,TRUE,"Up in HER2hi"
"BCAR3",2.75747864045223e-12,-2.53903071666259,0.753,0.412,9.24803186434868e-08,TRUE,"Up in HER2lo"
"ARHGEF10L",2.7896379761711e-12,13.9335099639164,0.67,0.346,9.35588784448263e-08,TRUE,"Up in HER2hi"
"RBL2",2.83457298228367e-12,4.0698654672475,0.654,0.313,9.50659086798299e-08,TRUE,"Up in HER2hi"
"PLXNB1",3.33686941751483e-12,4.58638345302482,0.676,0.352,1.11911926524612e-07,TRUE,"Up in HER2hi"
"PTPRR",3.36107497650303e-12,21.6134367872011,0.665,0.324,1.12723732561959e-07,TRUE,"Up in HER2hi"
"TXNRD1",3.58481496640236e-12,-41.6603460200539,0.571,0.819,1.20227524343202e-07,TRUE,"Up in HER2lo"
"TMEM45A",3.6837389568633e-12,15.5737649210129,0.44,0.126,1.23545237135281e-07,TRUE,"Up in HER2hi"
"PPFIBP2",3.71564818713933e-12,-10.0962389880337,0.665,0.33,1.24615408900279e-07,TRUE,"Up in HER2lo"
"MYO3A",3.73366832757862e-12,-25.93031098238,0.132,0.456,1.25219768370332e-07,TRUE,"Up in HER2lo"
"DGKA",3.91729134697697e-12,3.48418567837448,0.544,0.214,1.31378117194914e-07,TRUE,"Up in HER2hi"
"OGT",3.95492330259678e-12,4.71180717635647,0.786,0.462,1.32640217722491e-07,TRUE,"Up in HER2hi"
"FOXP2",4.06447058799653e-12,-12.9842565676426,0.225,0.538,1.36314214580228e-07,TRUE,"Up in HER2lo"
"KRT17",4.1924501724375e-12,0.565747401336612,0.698,0.39,1.40606393883209e-07,TRUE,"Up in HER2hi"
