"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","significant","direction"
"MYNN",0.428714253226151,-0.336498553063487,0.176,0.214,1,FALSE,"Not significant"
"PSMC4",0.428762195589249,-0.556746500200247,0.181,0.214,1,FALSE,"Not significant"
"AMY2B",0.429097656635079,0.834253749943782,0.088,0.066,1,FALSE,"Not significant"
"FAM53A",0.429121548797638,-1.07662674294038,0.121,0.148,1,FALSE,"Not significant"
"PTPN1",0.429141718413821,-1.19233820983358,0.456,0.412,1,FALSE,"Not significant"
"GTF3C5",0.42966424170959,0.39628577306869,0.225,0.275,1,FALSE,"Not significant"
"KCNH1",0.429728239760158,-0.637138108638137,0.066,0.088,1,FALSE,"Not significant"
"LINC02170",0.429945123146573,-0.415466202562297,0.082,0.06,1,FALSE,"Not significant"
"ZNF101",0.429945123146573,1.28171867229159,0.06,0.082,1,FALSE,"Not significant"
"COLGALT2",0.430356668892784,-0.457178030050287,0.066,0.088,1,FALSE,"Not significant"
"FAM153A",0.430356668892784,-0.457178030050286,0.066,0.088,1,FALSE,"Not significant"
"EXOC8",0.430384780189348,-0.541802385501664,0.033,0.049,1,FALSE,"Not significant"
"AC082651.4",0.430384780189348,-0.541802385501664,0.033,0.049,1,FALSE,"Not significant"
"STON1-GTF2A1L",0.430384780189348,0.541802385501664,0.049,0.033,1,FALSE,"Not significant"
"TMEM17",0.430384780189348,-0.541802385501664,0.033,0.049,1,FALSE,"Not significant"
"CYP8B1",0.430384780189348,0.541802385501664,0.049,0.033,1,FALSE,"Not significant"
"U73166.1",0.430384780189348,-0.541802385501664,0.033,0.049,1,FALSE,"Not significant"
"ACKR4",0.430384780189348,0.541802385501664,0.049,0.033,1,FALSE,"Not significant"
"IGFBP7-AS1",0.430384780189348,-0.541802385501664,0.033,0.049,1,FALSE,"Not significant"
"SPATA9",0.430384780189348,0.541802385501664,0.049,0.033,1,FALSE,"Not significant"
"HGF",0.430384780189348,0.541802385501664,0.049,0.033,1,FALSE,"Not significant"
"LHFPL1",0.430384780189348,0.541802385501664,0.049,0.033,1,FALSE,"Not significant"
"PIGO",0.430384780189348,0.541802385501664,0.049,0.033,1,FALSE,"Not significant"
"FAM78A",0.430384780189348,-0.541802385501664,0.033,0.049,1,FALSE,"Not significant"
"CLIC3",0.430384780189348,0.541802385501664,0.049,0.033,1,FALSE,"Not significant"
"AP003096.1",0.430384780189348,0.541802385501664,0.049,0.033,1,FALSE,"Not significant"
"INHBC",0.430384780189348,0.541802385501664,0.049,0.033,1,FALSE,"Not significant"
"RAD9B",0.430384780189348,-0.541802385501664,0.033,0.049,1,FALSE,"Not significant"
"AC087863.1",0.430384780189348,0.541802385501664,0.049,0.033,1,FALSE,"Not significant"
"ZC2HC1C",0.430384780189348,-0.541802385501664,0.033,0.049,1,FALSE,"Not significant"
"AL160313.1",0.430384780189348,0.541802385501664,0.049,0.033,1,FALSE,"Not significant"
"AC012414.5",0.430384780189348,-0.541802385501664,0.033,0.049,1,FALSE,"Not significant"
"FOXB1",0.430384780189348,0.541802385501664,0.049,0.033,1,FALSE,"Not significant"
"AL133297.2",0.430384780189348,0.541802385501664,0.049,0.033,1,FALSE,"Not significant"
"AC015908.2",0.430384780189348,0.541802385501664,0.049,0.033,1,FALSE,"Not significant"
"SLC47A2",0.430384780189348,-0.541802385501664,0.033,0.049,1,FALSE,"Not significant"
"LINC01993",0.430384780189348,-0.541802385501664,0.033,0.049,1,FALSE,"Not significant"
"LINC01722",0.430384780189348,-0.541802385501664,0.033,0.049,1,FALSE,"Not significant"
"AL121900.2",0.430384780189348,-0.541802385501664,0.033,0.049,1,FALSE,"Not significant"
"LINC01535",0.430384780189348,-0.541802385501664,0.033,0.049,1,FALSE,"Not significant"
"KIAA0513",0.430589325881206,0.616190294351173,0.148,0.121,1,FALSE,"Not significant"
"CALCR",0.431050693940524,-0.748722054956604,0.066,0.088,1,FALSE,"Not significant"
"CAPN10",0.43110330982762,0.761102889951766,0.093,0.071,1,FALSE,"Not significant"
"SHANK3",0.431103436102017,-1.16273832131489,0.071,0.093,1,FALSE,"Not significant"
"EMC3",0.431210917607199,1.44633386936783,0.341,0.308,1,FALSE,"Not significant"
"GTF3C1",0.431423752917443,-0.434486703263368,0.374,0.33,1,FALSE,"Not significant"
"SEPT2",0.431600314876425,-4.0180891614989,0.593,0.5,1,FALSE,"Not significant"
"ANKRD49",0.431660148468068,0.592669637935759,0.143,0.115,1,FALSE,"Not significant"
"LINC02233",0.432125959693819,-1.0820701663401,0.033,0.049,1,FALSE,"Not significant"
"FAM81B",0.432125959693819,-1.0820701663401,0.033,0.049,1,FALSE,"Not significant"
"TRUB2",0.43216638612704,0.471493715224023,0.132,0.104,1,FALSE,"Not significant"
"DCK",0.432667598390606,-0.398257401705023,0.066,0.088,1,FALSE,"Not significant"
"NUDT1",0.432667598390606,-0.398257401705023,0.066,0.088,1,FALSE,"Not significant"
"AC023794.1",0.432667598390606,-0.398257401705023,0.066,0.088,1,FALSE,"Not significant"
"VARS",0.432823777315548,-0.624821013729967,0.17,0.198,1,FALSE,"Not significant"
"MIR222HG",0.432944087700305,-2.36966626501883,0.253,0.209,1,FALSE,"Not significant"
"KCNA2",0.432974045661363,-0.403345912470601,0.033,0.049,1,FALSE,"Not significant"
"AC246680.1",0.432974045661363,0.403345912470601,0.049,0.033,1,FALSE,"Not significant"
"AC009502.1",0.432974045661363,0.403345912470601,0.049,0.033,1,FALSE,"Not significant"
"C11orf24",0.432974045661363,0.403345912470601,0.049,0.033,1,FALSE,"Not significant"
"PKD2L1",0.432974045661363,-0.4033459124706,0.033,0.049,1,FALSE,"Not significant"
"SAMD1",0.433103259554475,-2.27978648566707,0.137,0.165,1,FALSE,"Not significant"
"ELP4",0.4338062264473,0.478955528336379,0.544,0.495,1,FALSE,"Not significant"
"FAN1",0.433850503581243,0.519740068486124,0.214,0.253,1,FALSE,"Not significant"
"ZSCAN31",0.433861622692213,2.64494660892719,0.165,0.137,1,FALSE,"Not significant"
"TCTN3",0.43444085276898,0.309203681323582,0.214,0.181,1,FALSE,"Not significant"
"CYP4X1",0.43459864079239,3.14021236751181,0.236,0.209,1,FALSE,"Not significant"
"GABPB1-AS1",0.434628294978087,0.564443242908084,0.533,0.44,1,FALSE,"Not significant"
"AC051619.4",0.434666711260831,-0.80270622741532,0.066,0.088,1,FALSE,"Not significant"
"HLA-E",0.434872125234512,-4.26725837653681,0.632,0.549,1,FALSE,"Not significant"
"AL353613.1",0.434900923692099,-1.50067496629475,0.038,0.055,1,FALSE,"Not significant"
"LINC01258",0.434954165130035,-1.22667987477605,0.077,0.099,1,FALSE,"Not significant"
"GPS2",0.435149175844209,-1.00243795920158,0.28,0.319,1,FALSE,"Not significant"
"RNF139",0.435156409705827,-0.444836387899148,0.099,0.077,1,FALSE,"Not significant"
"STARD13",0.435164463546284,-3.31701992008193,0.313,0.346,1,FALSE,"Not significant"
"SENP1",0.435174454899147,-0.689077308816444,0.324,0.286,1,FALSE,"Not significant"
"RNASEH2B-AS1",0.435301373278849,0.33506414215934,0.088,0.066,1,FALSE,"Not significant"
"HORMAD2-AS1",0.435301373278849,0.33506414215934,0.088,0.066,1,FALSE,"Not significant"
"HNRNPAB",0.435504483658985,-0.956819079492982,0.275,0.297,1,FALSE,"Not significant"
"DNTTIP1",0.435513710593546,-0.384124217631797,0.121,0.148,1,FALSE,"Not significant"
"NRIR",0.435557316105305,0.321482912407337,0.049,0.033,1,FALSE,"Not significant"
"FKBP8",0.436057615158347,-3.10011425847529,0.225,0.247,1,FALSE,"Not significant"
"RPGR",0.436278554830117,0.411639773455357,0.165,0.137,1,FALSE,"Not significant"
"ITFG2",0.436352868557129,6.18302020468433,0.308,0.28,1,FALSE,"Not significant"
"GALNT6",0.436486897326258,0.343419624657252,0.132,0.159,1,FALSE,"Not significant"
"MIPEP",0.437030559207724,0.454993341577112,0.346,0.313,1,FALSE,"Not significant"
"TTC17",0.437047571761573,0.474489760162101,0.731,0.626,1,FALSE,"Not significant"
"NCOA2",0.437377706965148,0.62776779380318,0.841,0.819,1,FALSE,"Not significant"
"ASAP1",0.438009213595143,13.8520877986135,0.747,0.753,1,FALSE,"Not significant"
"LINC00707",0.438062575935116,0.800529498505482,0.033,0.049,1,FALSE,"Not significant"
"PSMG4",0.438220350088723,0.354325681622389,0.269,0.236,1,FALSE,"Not significant"
"NEIL3",0.438428863141643,-3.83151470201249,0.088,0.11,1,FALSE,"Not significant"
"AC073167.1",0.438428863141643,1.89446556086863,0.11,0.088,1,FALSE,"Not significant"
"RASGEF1C",0.43863500347264,-0.631541071021244,0.066,0.088,1,FALSE,"Not significant"
"ZW10",0.438672884008648,0.422855999427201,0.148,0.181,1,FALSE,"Not significant"
"ABCG1",0.439214204068662,-1.38864711739837,0.302,0.264,1,FALSE,"Not significant"
"SMYD2",0.439420669589303,-0.686604326505394,0.291,0.324,1,FALSE,"Not significant"
"MAT2A",0.43951492055156,-2.04903866232611,0.412,0.445,1,FALSE,"Not significant"
"AC011043.1",0.439654278149679,-1.62321698954833,0.148,0.121,1,FALSE,"Not significant"
"DYNC2H1",0.439658987597172,-0.950334308715744,0.412,0.429,1,FALSE,"Not significant"
"LPCAT2",0.440139687275771,0.428477795586655,0.17,0.198,1,FALSE,"Not significant"
"FAM84B",0.440167615374972,-1.57425902107878,0.165,0.198,1,FALSE,"Not significant"
"AC025159.1",0.440260445238275,-0.780541460360951,0.291,0.33,1,FALSE,"Not significant"
"SIRPA",0.440385874512222,-1.21336362171249,0.071,0.093,1,FALSE,"Not significant"
"RMI1",0.44040724735083,-1.15690707747048,0.132,0.159,1,FALSE,"Not significant"
"PTPA",0.440950102458459,-0.847614004831005,0.181,0.209,1,FALSE,"Not significant"
"SYT8",0.441282466108465,18.7047292282838,0.247,0.225,1,FALSE,"Not significant"
"P4HB",0.441429648660105,-2.86291021747584,0.687,0.604,1,FALSE,"Not significant"
"ZNF208",0.441479493786631,2.79593194928111,0.143,0.121,1,FALSE,"Not significant"
"TBC1D14",0.441546892392692,-1.3583266286268,0.33,0.286,1,FALSE,"Not significant"
"RNF215",0.441713458170519,1.37979302494411,0.159,0.192,1,FALSE,"Not significant"
"GREB1L",0.441867059017268,4.44343453404395,0.302,0.352,1,FALSE,"Not significant"
"PMS1",0.441928459778571,0.254155676090655,0.352,0.319,1,FALSE,"Not significant"
"TTBK2",0.442947102198313,3.45987214153162,0.451,0.396,1,FALSE,"Not significant"
"AC105285.1",0.442950859696737,0.800552179931187,0.093,0.071,1,FALSE,"Not significant"
"AC027701.1",0.44297374412566,1.05864034637067,0.055,0.038,1,FALSE,"Not significant"
"AC010099.4",0.443221596125939,-0.744754169408075,0.115,0.143,1,FALSE,"Not significant"
"SPRYD3",0.443310719480784,0.7199621772575,0.099,0.077,1,FALSE,"Not significant"
"XRCC1",0.443310719480784,0.7199621772575,0.099,0.077,1,FALSE,"Not significant"
"SEPT14",0.443310837321398,-1.10692723961702,0.077,0.099,1,FALSE,"Not significant"
"COQ5",0.443387320391967,-0.71346783513075,0.176,0.143,1,FALSE,"Not significant"
"IER3",0.443459778091172,-20.5419901072737,0.264,0.308,1,FALSE,"Not significant"
"PGAM1",0.443772313626977,-0.648031000906555,0.286,0.253,1,FALSE,"Not significant"
"VPS45",0.443791152287636,-1.51505177469239,0.637,0.56,1,FALSE,"Not significant"
"AC010168.1",0.444086784837453,1.22950478271354,0.236,0.209,1,FALSE,"Not significant"
"LARS",0.444133486821033,-1.36048602181813,0.549,0.5,1,FALSE,"Not significant"
"APMAP",0.444175448712029,-0.336685657804879,0.143,0.17,1,FALSE,"Not significant"
"COPS7A",0.444193333711441,0.436427403992709,0.093,0.071,1,FALSE,"Not significant"
"AC243967.1",0.444287728689936,1.37625092817957,0.088,0.066,1,FALSE,"Not significant"
"EIF4E2",0.44471690234386,1.33997975916477,0.214,0.187,1,FALSE,"Not significant"
"PLPP3",0.444929787552452,11.4108667130094,0.242,0.286,1,FALSE,"Not significant"
"C5orf24",0.445066614935522,0.90669264867652,0.159,0.187,1,FALSE,"Not significant"
"CTBS",0.445167641920467,-0.369238519321495,0.132,0.104,1,FALSE,"Not significant"
"TEN1",0.445230984697745,0.314786131248586,0.165,0.137,1,FALSE,"Not significant"
"ANO5",0.445573909021361,0.769386546738188,0.066,0.088,1,FALSE,"Not significant"
"CCDC81",0.445814109494495,0.326866481743472,0.033,0.049,1,FALSE,"Not significant"
"NCOA7-AS1",0.44581434816621,-1.01822624679292,0.049,0.033,1,FALSE,"Not significant"
"CHRNB3",0.445847759217144,-0.417987434128531,0.033,0.049,1,FALSE,"Not significant"
"ALPL",0.446166819115739,-1.07909676352675,0.038,0.055,1,FALSE,"Not significant"
"TMPRSS7",0.446166819115739,-1.07909676352675,0.038,0.055,1,FALSE,"Not significant"
"DNAJC30",0.446166819115739,-1.07909676352675,0.038,0.055,1,FALSE,"Not significant"
"AL161757.4",0.446166819115739,-1.07909676352675,0.038,0.055,1,FALSE,"Not significant"
"FUT6",0.44616703084644,1.62633087391579,0.055,0.038,1,FALSE,"Not significant"
"FIS1",0.446208380567964,-0.67853947036798,0.165,0.192,1,FALSE,"Not significant"
"AARS",0.446473906325957,1.56136601983718,0.33,0.302,1,FALSE,"Not significant"
"LINC02054",0.446500043626874,-1.0275118022839,0.06,0.082,1,FALSE,"Not significant"
"DAPK3",0.44653655639716,0.328464332089915,0.231,0.198,1,FALSE,"Not significant"
"STPG1",0.44661934976604,0.418418940425616,0.165,0.137,1,FALSE,"Not significant"
"CCDC60",0.446709826734592,0.977258194531789,0.154,0.181,1,FALSE,"Not significant"
"ANKDD1B",0.446861942459225,-0.764928398428201,0.088,0.066,1,FALSE,"Not significant"
"RABGAP1L",0.446886759490243,-21.5542714399429,0.967,0.912,1,FALSE,"Not significant"
"AP001528.1",0.446941702756701,1.30551854939656,0.104,0.082,1,FALSE,"Not significant"
"Z93403.1",0.447023265037461,8.55038197038747,0.505,0.451,1,FALSE,"Not significant"
"CASKIN2",0.447077913982226,0.372403815739728,0.093,0.071,1,FALSE,"Not significant"
"PXMP4",0.447077913982226,0.372403815739728,0.093,0.071,1,FALSE,"Not significant"
"NRBP2",0.447382875173034,0.299436533259953,0.093,0.071,1,FALSE,"Not significant"
"BEX2",0.447747550281563,-1.26916713137567,0.137,0.165,1,FALSE,"Not significant"
"GRK6",0.447786666266023,0.794510914290331,0.192,0.17,1,FALSE,"Not significant"
"ILF2",0.447915079106819,-0.504265355977254,0.313,0.341,1,FALSE,"Not significant"
"UBE3D",0.447927847565806,-0.524400498463453,0.396,0.346,1,FALSE,"Not significant"
"CEBPZOS",0.447984626727411,0.583550397096536,0.236,0.209,1,FALSE,"Not significant"
"NXF1",0.447993228309534,0.324059718919112,0.17,0.143,1,FALSE,"Not significant"
"LRRC40",0.448326687528318,1.435838734411,0.225,0.198,1,FALSE,"Not significant"
"WDR26",0.448337191038672,10.4499197034253,0.516,0.484,1,FALSE,"Not significant"
"PANK3",0.448790547295411,-0.407968536772933,0.357,0.385,1,FALSE,"Not significant"
"AC107068.2",0.449001055878082,-0.449348096396977,0.148,0.181,1,FALSE,"Not significant"
"RCN2",0.449268076263561,2.96264626700722,0.33,0.346,1,FALSE,"Not significant"
"CPM",0.449320486765287,-0.441213670378926,0.17,0.203,1,FALSE,"Not significant"
"DYNC1I1",0.449613020138751,-18.5507364446244,0.511,0.484,1,FALSE,"Not significant"
"FNBP1",0.44963444581708,-4.91769778101293,0.555,0.593,1,FALSE,"Not significant"
"ZNF620",0.449686176181418,0.316603254116683,0.093,0.071,1,FALSE,"Not significant"
"ECI1",0.449731630118393,-0.3624292803304,0.203,0.17,1,FALSE,"Not significant"
"IFI6",0.449876478536663,-4.24979573601658,0.253,0.291,1,FALSE,"Not significant"
"ZNF277",0.449968562592762,-2.88824373918627,0.412,0.341,1,FALSE,"Not significant"
"TCEAL9",0.449980427571087,-0.501367716829609,0.242,0.264,1,FALSE,"Not significant"
"AC005154.6",0.450138743169355,4.49523144341837,0.181,0.154,1,FALSE,"Not significant"
"TRAF3IP2",0.450661985621871,-1.56133050781018,0.187,0.214,1,FALSE,"Not significant"
"RANBP1",0.450737597608128,-0.961047128157954,0.126,0.154,1,FALSE,"Not significant"
"ATAT1",0.450749986790825,1.27868129543338,0.28,0.253,1,FALSE,"Not significant"
"ANKRD55",0.45077254396767,1.79327014078734,0.077,0.099,1,FALSE,"Not significant"
"CELSR3",0.451031024496798,-0.677025258133935,0.071,0.093,1,FALSE,"Not significant"
"LINC02015",0.451181055570429,2.21208702900709,0.06,0.082,1,FALSE,"Not significant"
"AL121972.1",0.45180341932603,-1.68045854712219,0.104,0.126,1,FALSE,"Not significant"
"CFAP74",0.451856881601162,2.42703369533324,0.055,0.038,1,FALSE,"Not significant"
"AL929472.2",0.451856881601162,-0.810808360215254,0.038,0.055,1,FALSE,"Not significant"
"ASB5",0.451856881601162,-0.810808360215254,0.038,0.055,1,FALSE,"Not significant"
"AL445430.1",0.451856881601162,-0.810808360215254,0.038,0.055,1,FALSE,"Not significant"
"AL662899.1",0.451856881601162,-0.810808360215254,0.038,0.055,1,FALSE,"Not significant"
"MAD2L1BP",0.451856881601162,-0.810808360215254,0.038,0.055,1,FALSE,"Not significant"
"SPATA48",0.451856881601162,-0.810808360215254,0.038,0.055,1,FALSE,"Not significant"
"AL606516.1",0.451856881601162,-0.810808360215254,0.038,0.055,1,FALSE,"Not significant"
"ANXA8",0.451856881601162,0.810808360215254,0.055,0.038,1,FALSE,"Not significant"
"AC083805.1",0.451856881601162,-0.810808360215254,0.038,0.055,1,FALSE,"Not significant"
"C12orf66",0.451856881601162,-0.810808360215254,0.038,0.055,1,FALSE,"Not significant"
"IGDCC4",0.451856881601162,-0.810808360215254,0.038,0.055,1,FALSE,"Not significant"
"AC005697.1",0.451856881601162,1.44823992504954,0.055,0.038,1,FALSE,"Not significant"
"LINC00266-1",0.451856881601162,-0.810808360215254,0.038,0.055,1,FALSE,"Not significant"
"ACER1",0.451856881601162,-0.810808360215254,0.038,0.055,1,FALSE,"Not significant"
"SCOC",0.452140231129295,-0.503359087592014,0.176,0.203,1,FALSE,"Not significant"
"DIS3L",0.452165221192887,0.388523887197372,0.247,0.22,1,FALSE,"Not significant"
"NDUFB5",0.452167910692503,-0.330119110734293,0.132,0.159,1,FALSE,"Not significant"
"AAMP",0.452428659607787,0.382196915741267,0.148,0.121,1,FALSE,"Not significant"
"LRRC45",0.452659090878864,-0.270623739761063,0.132,0.159,1,FALSE,"Not significant"
"PHTF2",0.452793273522621,8.14818255020881,0.495,0.451,1,FALSE,"Not significant"
"ESR2",0.452933299344776,2.94428255071691,0.374,0.434,1,FALSE,"Not significant"
"ADAMTS9-AS2",0.452999549400305,-0.604726647070434,0.154,0.181,1,FALSE,"Not significant"
"MR1",0.453206898349697,-4.56448965590773,0.209,0.181,1,FALSE,"Not significant"
"CCL28",0.453300643986281,0.703890740253854,0.121,0.148,1,FALSE,"Not significant"
"HAAO",0.453695209715628,-0.860319944036665,0.077,0.099,1,FALSE,"Not significant"
"TYW1B",0.453856834079915,-0.748064963370901,0.451,0.473,1,FALSE,"Not significant"
"ALYREF",0.454306899049061,-0.473354881677148,0.077,0.099,1,FALSE,"Not significant"
"RAB11B-AS1",0.454306899049061,0.473354881677148,0.099,0.077,1,FALSE,"Not significant"
"IDI2-AS1",0.454365325703719,0.637062143602678,0.055,0.038,1,FALSE,"Not significant"
"AC087477.2",0.454365325703719,0.637062143602677,0.055,0.038,1,FALSE,"Not significant"
"AC026470.2",0.454365325703719,0.637062143602678,0.055,0.038,1,FALSE,"Not significant"
"NIT1",0.454495969671371,-3.08900138961773,0.198,0.22,1,FALSE,"Not significant"
"ACTR5",0.454497439583024,0.683119358782806,0.104,0.082,1,FALSE,"Not significant"
"WRB",0.454787507368057,-1.05563480096168,0.159,0.132,1,FALSE,"Not significant"
"ZMIZ1-AS1",0.454962945007524,-0.410407599820991,0.148,0.121,1,FALSE,"Not significant"
"TBC1D16",0.454969161084225,0.834918100660709,0.423,0.456,1,FALSE,"Not significant"
"LINC01967",0.455001682012574,-0.53367113950646,0.236,0.269,1,FALSE,"Not significant"
"RGP1",0.455143293686042,0.425232192724261,0.11,0.137,1,FALSE,"Not significant"
"TTF1",0.455508754250982,-1.10427270040406,0.269,0.231,1,FALSE,"Not significant"
"BSPRY",0.45562295897949,-0.769529391847276,0.077,0.099,1,FALSE,"Not significant"
"HAT1",0.455753309775797,2.2594280561564,0.308,0.286,1,FALSE,"Not significant"
"NOS1AP",0.456227121156248,5.68319208721119,0.555,0.511,1,FALSE,"Not significant"
"CHCHD3",0.456270531584561,-5.17095919251703,0.753,0.731,1,FALSE,"Not significant"
"LIN7A",0.456386458677386,1.33819699318442,0.203,0.236,1,FALSE,"Not significant"
"SPRTN",0.456392930889772,0.940670268880616,0.104,0.082,1,FALSE,"Not significant"
"C9orf153",0.456629483176364,0.543277975147419,0.066,0.088,1,FALSE,"Not significant"
"SETD9",0.456866829437569,-0.525308586493233,0.038,0.055,1,FALSE,"Not significant"
"SS18",0.457052714443603,5.31173401061974,0.401,0.357,1,FALSE,"Not significant"
"RPS6KA6",0.457093439946226,-0.51051131883642,0.253,0.214,1,FALSE,"Not significant"
"BCAP29",0.457219401010616,1.00335105071286,0.242,0.214,1,FALSE,"Not significant"
"TRAIP",0.457337175879575,1.00907754518279,0.11,0.088,1,FALSE,"Not significant"
"AC026704.1",0.457429223514515,-0.795433291229312,0.203,0.17,1,FALSE,"Not significant"
"PINK1-AS",0.457584823588379,0.48096321776786,0.055,0.038,1,FALSE,"Not significant"
"MMACHC",0.457584823588379,0.48096321776786,0.055,0.038,1,FALSE,"Not significant"
"TRPC7",0.457584823588379,-0.48096321776786,0.038,0.055,1,FALSE,"Not significant"
"SSX2B",0.457584823588379,-0.48096321776786,0.038,0.055,1,FALSE,"Not significant"
"EXOSC4",0.457584823588379,-0.48096321776786,0.038,0.055,1,FALSE,"Not significant"
"MIRLET7DHG",0.457584823588379,0.48096321776786,0.055,0.038,1,FALSE,"Not significant"
"FAM86C1",0.457584823588379,0.48096321776786,0.055,0.038,1,FALSE,"Not significant"
"PROSER2-AS1",0.457584823588379,0.48096321776786,0.055,0.038,1,FALSE,"Not significant"
"TDRD1",0.457584823588379,0.48096321776786,0.055,0.038,1,FALSE,"Not significant"
"OLR1",0.457584823588379,-0.48096321776786,0.038,0.055,1,FALSE,"Not significant"
"AL136295.5",0.457584823588379,0.48096321776786,0.055,0.038,1,FALSE,"Not significant"
"DHODH",0.457584823588379,-0.48096321776786,0.038,0.055,1,FALSE,"Not significant"
"WFDC1",0.457584823588379,0.48096321776786,0.055,0.038,1,FALSE,"Not significant"
"BAIAP2-DT",0.457584823588379,-0.48096321776786,0.038,0.055,1,FALSE,"Not significant"
"OR7C1",0.457584823588379,0.48096321776786,0.055,0.038,1,FALSE,"Not significant"
"SERTAD3",0.457584823588379,0.48096321776786,0.055,0.038,1,FALSE,"Not significant"
"AC243967.2",0.457584823588379,0.48096321776786,0.055,0.038,1,FALSE,"Not significant"
"ZNF677",0.457584823588379,0.48096321776786,0.055,0.038,1,FALSE,"Not significant"
"ZNF470",0.457584823588379,0.48096321776786,0.055,0.038,1,FALSE,"Not significant"
"METTL14",0.457854232304927,1.34809126331137,0.214,0.181,1,FALSE,"Not significant"
"AL035681.1",0.457919110825275,0.704673959947177,0.11,0.088,1,FALSE,"Not significant"
"SMS",0.45828028672895,-0.983678626736166,0.346,0.363,1,FALSE,"Not significant"
"SH3GLB1",0.458367640457219,-3.27577232171071,0.379,0.352,1,FALSE,"Not significant"
"ITGA8",0.458522824223988,-0.459204470410091,0.143,0.17,1,FALSE,"Not significant"
"RAB1B",0.458528729372539,-0.449137977987265,0.165,0.192,1,FALSE,"Not significant"
"AC008105.3",0.458541237712466,0.385175407925227,0.099,0.126,1,FALSE,"Not significant"
"SLC39A12",0.458785413876634,3.16503182177561,0.082,0.104,1,FALSE,"Not significant"
"GMCL1",0.458828340221451,4.162463158367,0.39,0.363,1,FALSE,"Not significant"
"COL9A1",0.459290622444951,-1.00620530512546,0.038,0.055,1,FALSE,"Not significant"
"GLOD5",0.459290622444951,-1.00620530512546,0.038,0.055,1,FALSE,"Not significant"
"C11orf53",0.459290622444951,-1.98499907540917,0.038,0.055,1,FALSE,"Not significant"
"EIF4G2",0.459291244452665,8.8115638722305,0.648,0.615,1,FALSE,"Not significant"
"IPO9",0.459330582786228,4.37029331397271,0.505,0.456,1,FALSE,"Not significant"
"MALSU1",0.45945615665261,-0.265815382363244,0.181,0.148,1,FALSE,"Not significant"
"ADAMTS20",0.459630142818837,5.53814715000947,0.22,0.258,1,FALSE,"Not significant"
"TMED2",0.4597144240978,-1.38932911508922,0.203,0.231,1,FALSE,"Not significant"
"AC123912.1",0.459720068984144,0.324566919109473,0.11,0.137,1,FALSE,"Not significant"
"SNRPG",0.459725542923141,-3.65771601422929,0.17,0.198,1,FALSE,"Not significant"
"MAMDC2-AS1",0.45988430845578,-1.38654826437772,0.143,0.115,1,FALSE,"Not significant"
"AC079098.1",0.459965615608587,0.486278528465881,0.066,0.088,1,FALSE,"Not significant"
"CD109",0.459996273361331,-1.48982564947213,0.132,0.159,1,FALSE,"Not significant"
"DPH2",0.46011775561329,0.36877374029118,0.055,0.038,1,FALSE,"Not significant"
"PSEN2",0.46011775561329,-0.36877374029118,0.038,0.055,1,FALSE,"Not significant"
"FBLN2",0.46011775561329,0.36877374029118,0.055,0.038,1,FALSE,"Not significant"
"RNF217-AS1",0.46011775561329,-0.36877374029118,0.038,0.055,1,FALSE,"Not significant"
"TAF9B",0.46011775561329,0.36877374029118,0.055,0.038,1,FALSE,"Not significant"
"ERICH5",0.46011775561329,-0.36877374029118,0.038,0.055,1,FALSE,"Not significant"
"AL353803.2",0.46011775561329,0.36877374029118,0.055,0.038,1,FALSE,"Not significant"
"AP000766.1",0.46011775561329,-0.36877374029118,0.038,0.055,1,FALSE,"Not significant"
"LINC02288",0.46011775561329,-0.36877374029118,0.038,0.055,1,FALSE,"Not significant"
"LINC01684",0.46011775561329,-0.36877374029118,0.038,0.055,1,FALSE,"Not significant"
"DSG2",0.460419215524899,0.525570716736196,0.264,0.231,1,FALSE,"Not significant"
"AP000446.1",0.460587678185952,-0.417211426899548,0.159,0.192,1,FALSE,"Not significant"
"AL357153.2",0.460659557191043,-1.14460914720111,0.264,0.231,1,FALSE,"Not significant"
"ZNF70",0.46094613983218,0.411423862805649,0.038,0.055,1,FALSE,"Not significant"
"AL445248.1",0.461178740613601,0.484290743083382,0.093,0.071,1,FALSE,"Not significant"
"LSM8",0.461195936661816,-0.834183283689106,0.22,0.247,1,FALSE,"Not significant"
"ANKS6",0.461632809650257,0.616288636780998,0.214,0.187,1,FALSE,"Not significant"
"ZNF423",0.461736747608443,-0.535702847620524,0.275,0.308,1,FALSE,"Not significant"
"KPNA7",0.461917067139377,1.10999598062769,0.099,0.077,1,FALSE,"Not significant"
"ABHD13",0.462255773102994,-0.729719905959432,0.077,0.099,1,FALSE,"Not significant"
"NOB1",0.462255773102994,0.729719905959432,0.099,0.077,1,FALSE,"Not significant"
"TRIP4",0.462438560464542,0.898247456487898,0.407,0.407,1,FALSE,"Not significant"
"WRNIP1",0.462543895497407,1.32050722473369,0.231,0.203,1,FALSE,"Not significant"
"SCN10A",0.462643738570918,-0.29917499006502,0.038,0.055,1,FALSE,"Not significant"
"STX10",0.462778590403182,-0.84832234957786,0.099,0.121,1,FALSE,"Not significant"
"TRMT61B",0.46283584508604,-0.749992331806555,0.275,0.236,1,FALSE,"Not significant"
"JUN",0.462851393624719,12.0574797579694,0.407,0.396,1,FALSE,"Not significant"
